Latitude (decimal degrees):	38.496
Longitude (decimal degrees):	27.707
Elevation (m):	97
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230114:0310,0.0,0.0,0.0,0.0,0.0,2.64,0.9,0.0
20230114:0410,0.0,0.0,0.0,0.0,0.0,2.17,0.97,0.0
20230114:0510,0.0,0.0,0.0,0.0,0.0,1.81,0.97,0.0
20230114:0610,318.54,28.52,47.06,0.96,6.68,1.74,0.97,0.0
20230114:0710,853.26,51.92,121.88,2.62,15.74,4.09,0.62,0.0
20230114:0810,1587.3,115.31,196.87,4.5,23.09,7.03,0.83,0.0
20230114:0910,1956.84,143.58,242.33,5.64,28.11,8.49,0.69,0.0
20230114:1010,2335.14,198.61,265.52,6.47,30.16,9.56,0.48,0.0
20230114:1110,3553.92,503.86,222.01,8.01,28.95,10.3,0.48,0.0
20230114:1210,2818.5,354.01,210.25,6.35,24.67,10.68,0.76,0.0
20230114:1310,467.7,6.43,99.21,2.01,17.86,10.58,1.1,0.0
20230114:1410,21.12,0.0,12.73,0.25,9.2,9.74,1.17,0.0
20230114:1510,0.0,0.0,0.0,0.0,0.0,8.81,0.76,0.0
20230114:1610,0.0,0.0,0.0,0.0,0.0,7.68,0.62,0.0
20230114:1710,0.0,0.0,0.0,0.0,0.0,7.25,0.62,0.0
20230114:1810,0.0,0.0,0.0,0.0,0.0,6.81,0.69,0.0
20230114:1910,0.0,0.0,0.0,0.0,0.0,7.04,0.41,0.0
20230114:2010,0.0,0.0,0.0,0.0,0.0,6.57,0.55,0.0
20230114:2110,0.0,0.0,0.0,0.0,0.0,6.18,0.55,0.0
20230114:2210,0.0,0.0,0.0,0.0,0.0,5.77,0.55,0.0
20230114:2310,0.0,0.0,0.0,0.0,0.0,5.41,0.48,0.0
20230115:0010,0.0,0.0,0.0,0.0,0.0,5.15,0.48,0.0
20230115:0110,0.0,0.0,0.0,0.0,0.0,4.82,0.55,0.0
20230115:0210,0.0,0.0,0.0,0.0,0.0,4.48,0.62,0.0
20230115:0310,0.0,0.0,0.0,0.0,0.0,4.07,0.69,0.0
20230115:0410,0.0,0.0,0.0,0.0,0.0,3.76,0.69,0.0
20230115:0510,0.0,0.0,0.0,0.0,0.0,3.49,0.69,0.0
20230115:0610,472.86,52.84,53.3,1.1,6.75,3.37,0.69,0.0
20230115:0710,1509.54,152.58,142.77,3.44,15.83,4.13,0.48,0.0
20230115:0810,999.18,35.02,167.69,3.53,23.22,7.11,0.9,0.0
20230115:0910,955.98,14.67,181.61,3.71,28.26,8.52,0.83,0.0
20230115:1010,802.44,3.6,165.06,3.31,30.34,9.56,0.55,0.0
20230115:1110,2102.76,165.42,253.8,6.02,29.15,10.27,0.41,0.0
20230115:1210,3130.98,435.94,197.21,6.8,24.87,10.58,0.48,0.0
20230115:1310,2701.38,412.76,129.18,5.06,18.06,10.53,0.62,0.0
20230115:1410,1132.92,150.56,84.76,2.04,9.39,10.17,0.62,0.0
20230115:1510,0.0,0.0,0.0,0.0,0.0,9.19,0.83,0.0
20230115:1610,0.0,0.0,0.0,0.0,0.0,8.02,0.62,0.0
20230115:1710,0.0,0.0,0.0,0.0,0.0,7.6,0.28,0.0
20230115:1810,0.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0
20230115:1910,0.0,0.0,0.0,0.0,0.0,6.65,0.28,0.0
20230115:2010,0.0,0.0,0.0,0.0,0.0,6.29,0.28,0.0
20230115:2110,0.0,0.0,0.0,0.0,0.0,5.94,0.34,0.0
20230115:2210,0.0,0.0,0.0,0.0,0.0,5.56,0.55,0.0
20230115:2310,0.0,0.0,0.0,0.0,0.0,5.08,0.83,0.0
20230116:0010,0.0,0.0,0.0,0.0,0.0,4.23,0.97,0.0
20230116:0110,0.0,0.0,0.0,0.0,0.0,3.68,0.97,0.0
20230116:0210,0.0,0.0,0.0,0.0,0.0,3.95,0.9,0.0
20230116:0310,0.0,0.0,0.0,0.0,0.0,4.05,0.83,0.0
20230116:0410,0.0,0.0,0.0,0.0,0.0,3.87,0.83,0.0
20230116:0510,0.0,0.0,0.0,0.0,0.0,3.2,0.97,0.0
20230116:0610,817.2,107.83,63.46,1.37,6.83,2.6,0.97,0.0
20230116:0710,1834.08,209.58,145.29,3.78,15.94,3.05,0.55,0.0
20230116:0810,2609.22,305.96,207.97,5.9,23.35,7.01,0.41,0.0
20230116:0910,1638.6,91.29,234.24,5.19,28.42,8.72,0.48,0.0
20230116:1010,1421.82,53.74,231.39,4.94,30.52,9.87,0.9,0.0
20230116:1110,2156.64,168.32,258.27,6.13,29.35,10.6,1.45,0.0
20230116:1210,2508.18,268.9,225.83,6.04,25.07,10.97,2.0,0.0
20230116:1310,2061.84,242.82,163.52,4.43,18.26,10.83,2.41,0.0
20230116:1410,1667.52,259.31,78.64,2.48,9.58,10.03,1.86,0.0
20230116:1510,0.0,0.0,0.0,0.0,0.0,8.79,1.52,0.0
20230116:1610,0.0,0.0,0.0,0.0,0.0,7.0,1.38,0.0
20230116:1710,0.0,0.0,0.0,0.0,0.0,5.23,1.45,0.0
20230116:1810,0.0,0.0,0.0,0.0,0.0,4.04,1.52,0.0
20230116:1910,0.0,0.0,0.0,0.0,0.0,3.45,1.79,0.0
20230116:2010,0.0,0.0,0.0,0.0,0.0,2.81,1.86,0.0
20230116:2110,0.0,0.0,0.0,0.0,0.0,3.01,1.93,0.0
20230116:2210,0.0,0.0,0.0,0.0,0.0,3.5,1.93,0.0
20230116:2310,0.0,0.0,0.0,0.0,0.0,3.71,1.93,0.0
20230117:0010,0.0,0.0,0.0,0.0,0.0,4.6,1.86,0.0
20230117:0110,0.0,0.0,0.0,0.0,0.0,5.09,1.93,0.0
20230117:0210,0.0,0.0,0.0,0.0,0.0,5.09,1.86,0.0
20230117:0310,0.0,0.0,0.0,0.0,0.0,5.02,1.86,0.0
20230117:0410,0.0,0.0,0.0,0.0,0.0,5.3,1.93,0.0
20230117:0510,0.0,0.0,0.0,0.0,0.0,5.62,1.86,0.0
20230117:0610,160.26,6.87,37.62,0.76,6.91,5.53,1.86,0.0
20230117:0710,941.28,64.23,127.15,2.79,16.04,6.85,1.79,0.0
20230117:0810,1085.16,44.32,174.13,3.71,23.48,7.88,1.93,0.0
20230117:0910,2136.06,169.08,247.79,5.93,28.58,8.66,2.0,0.0
20230117:1010,4155.42,635.02,195.51,8.97,30.71,9.4,2.41,0.0
20230117:1110,4116.6,636.05,181.47,8.7,29.55,10.05,3.1,0.0
20230117:1210,3355.38,465.21,188.91,6.98,25.28,10.46,4.07,0.0
20230117:1310,2259.66,284.95,157.32,4.63,18.47,10.41,3.03,0.0
20230117:1410,986.46,120.6,84.15,1.97,9.78,9.7,2.76,0.0
20230117:1510,0.0,0.0,0.0,0.0,0.0,8.72,1.86,0.0
20230117:1610,0.0,0.0,0.0,0.0,0.0,8.01,1.79,0.0
20230117:1710,0.0,0.0,0.0,0.0,0.0,7.78,1.72,0.0
20230117:1810,0.0,0.0,0.0,0.0,0.0,7.49,1.86,0.0
20230117:1910,0.0,0.0,0.0,0.0,0.0,8.44,2.0,0.0
20230117:2010,0.0,0.0,0.0,0.0,0.0,8.23,2.14,0.0
20230117:2110,0.0,0.0,0.0,0.0,0.0,8.36,2.14,0.0
20230117:2210,0.0,0.0,0.0,0.0,0.0,8.26,2.41,0.0
20230117:2310,0.0,0.0,0.0,0.0,0.0,8.24,2.55,0.0
20230118:0010,0.0,0.0,0.0,0.0,0.0,8.5,2.55,0.0
20230118:0110,0.0,0.0,0.0,0.0,0.0,8.39,2.76,0.0
20230118:0210,0.0,0.0,0.0,0.0,0.0,8.31,2.83,0.0
20230118:0310,0.0,0.0,0.0,0.0,0.0,8.02,2.55,0.0
20230118:0410,0.0,0.0,0.0,0.0,0.0,8.03,2.48,0.0
20230118:0510,0.0,0.0,0.0,0.0,0.0,7.62,2.48,0.0
20230118:0610,210.3,13.54,41.71,0.85,7.0,7.4,2.48,0.0
20230118:0710,1538.88,160.59,143.44,3.53,16.16,8.77,2.34,0.0
20230118:0810,2313.36,241.58,209.74,5.53,23.63,10.2,3.03,0.0
20230118:0910,1864.38,123.09,242.37,5.55,28.76,11.43,4.62,0.0
20230118:1010,2456.76,207.81,271.33,6.69,30.91,11.96,4.83,0.0
20230118:1110,2190.84,170.39,258.03,6.17,29.76,12.69,5.52,0.0
20230118:1210,2284.38,221.02,225.97,5.77,25.49,12.97,5.24,0.0
20230118:1310,1056.24,68.6,147.79,3.26,18.67,12.83,4.41,0.0
20230118:1410,30.42,0.0,15.45,0.31,9.98,12.4,4.14,0.0
20230118:1510,0.0,0.0,0.0,0.0,0.0,11.47,3.45,0.0
20230118:1610,0.0,0.0,0.0,0.0,0.0,10.59,3.17,0.0
20230118:1710,0.0,0.0,0.0,0.0,0.0,10.19,3.03,0.0
20230118:1810,0.0,0.0,0.0,0.0,0.0,9.7,2.76,0.0
20230118:1910,0.0,0.0,0.0,0.0,0.0,10.21,3.03,0.0
20230118:2010,0.0,0.0,0.0,0.0,0.0,9.96,2.9,0.0
20230118:2110,0.0,0.0,0.0,0.0,0.0,9.46,2.83,0.0
20230118:2210,0.0,0.0,0.0,0.0,0.0,9.21,2.62,0.0
20230118:2310,0.0,0.0,0.0,0.0,0.0,8.72,2.41,0.0
20230119:0010,0.0,0.0,0.0,0.0,0.0,8.24,2.21,0.0
20230119:0110,0.0,0.0,0.0,0.0,0.0,7.87,2.14,0.0
20230119:0210,0.0,0.0,0.0,0.0,0.0,7.48,1.86,0.0
20230119:0310,0.0,0.0,0.0,0.0,0.0,6.59,1.86,0.0
20230119:0410,0.0,0.0,0.0,0.0,0.0,5.81,1.86,0.0
20230119:0510,0.0,0.0,0.0,0.0,0.0,5.19,1.79,0.0
20230119:0610,573.06,66.74,59.01,1.25,7.1,4.71,1.66,0.0
20230119:0710,2035.08,255.56,143.26,4.07,16.28,7.65,1.45,0.0
20230119:0810,2564.94,297.54,209.94,5.93,23.78,10.49,1.45,0.0
20230119:0910,3499.8,472.11,230.17,7.94,28.94,12.12,2.14,0.0
20230119:1010,3326.22,397.89,265.05,8.01,31.12,13.23,3.1,0.0
20230119:1110,2997.24,332.05,262.42,7.4,29.98,13.51,3.38,0.0
20230119:1210,1821.24,139.7,222.35,5.21,25.71,13.67,3.66,0.0
20230119:1310,1268.94,99.0,158.96,3.62,18.89,13.8,3.24,0.0
20230119:1410,526.86,43.47,75.53,1.61,10.18,13.45,2.55,0.0
20230119:1510,0.0,0.0,0.0,0.0,0.0,12.48,2.41,0.0
20230119:1610,0.0,0.0,0.0,0.0,0.0,11.19,2.07,0.0
20230119:1710,0.0,0.0,0.0,0.0,0.0,9.67,1.86,0.0
20230119:1810,0.0,0.0,0.0,0.0,0.0,7.97,1.79,0.0
20230119:1910,0.0,0.0,0.0,0.0,0.0,7.03,1.66,0.0
20230119:2010,0.0,0.0,0.0,0.0,0.0,5.92,1.72,0.0
20230119:2110,0.0,0.0,0.0,0.0,0.0,5.07,1.79,0.0
20230119:2210,0.0,0.0,0.0,0.0,0.0,4.46,1.79,0.0
20230119:2310,0.0,0.0,0.0,0.0,0.0,3.91,1.79,0.0
20230120:0010,0.0,0.0,0.0,0.0,0.0,3.38,1.86,0.0
20230120:0110,0.0,0.0,0.0,0.0,0.0,3.06,1.79,0.0
20230120:0210,0.0,0.0,0.0,0.0,0.0,3.21,1.72,0.0
20230120:0310,0.0,0.0,0.0,0.0,0.0,3.15,1.72,0.0
20230120:0410,0.0,0.0,0.0,0.0,0.0,3.21,1.72,0.0
20230120:0510,0.0,0.0,0.0,0.0,0.0,2.81,1.79,0.0
20230120:0610,825.12,108.48,64.84,1.45,7.2,3.82,1.66,0.0
20230120:0710,2639.22,398.98,115.84,4.68,16.41,6.27,1.45,0.0
20230120:0810,3555.36,561.54,146.15,7.14,23.93,9.59,1.79,0.0
20230120:0910,4205.22,683.37,158.8,8.86,29.12,11.04,2.97,0.0
20230120:1010,3847.56,517.59,240.57,8.66,31.33,11.23,4.14,0.0
20230120:1110,938.76,10.66,183.53,3.73,30.2,11.72,3.93,0.0
20230120:1210,219.72,0.0,57.27,1.14,25.94,11.02,3.72,0.0
20230120:1310,2124.72,245.52,167.49,4.61,19.1,10.19,4.48,0.0
20230120:1410,18.06,0.0,11.82,0.24,10.39,9.19,4.0,0.0
20230120:1510,0.0,0.0,0.0,0.0,0.0,8.18,3.79,0.0
20230120:1610,0.0,0.0,0.0,0.0,0.0,7.31,2.41,0.0
20230120:1710,0.0,0.0,0.0,0.0,0.0,6.9,1.79,0.0
20230120:1810,0.0,0.0,0.0,0.0,0.0,5.98,1.72,0.0
20230120:1910,0.0,0.0,0.0,0.0,0.0,7.09,1.45,0.0
20230120:2010,0.0,0.0,0.0,0.0,0.0,6.51,1.45,0.0
20230120:2110,0.0,0.0,0.0,0.0,0.0,5.53,1.52,0.0
20230120:2210,0.0,0.0,0.0,0.0,0.0,4.52,1.59,0.0
20230120:2310,0.0,0.0,0.0,0.0,0.0,4.3,1.52,0.0
20230121:0010,0.0,0.0,0.0,0.0,0.0,3.92,1.52,0.0
20230121:0110,0.0,0.0,0.0,0.0,0.0,3.5,1.52,0.0
20230121:0210,0.0,0.0,0.0,0.0,0.0,2.99,1.45,0.0
20230121:0310,0.0,0.0,0.0,0.0,0.0,3.11,1.45,0.0
20230121:0410,0.0,0.0,0.0,0.0,0.0,3.15,1.52,0.0
20230121:0510,0.0,0.0,0.0,0.0,0.0,2.93,1.52,0.0
20230121:0610,896.4,119.77,66.66,1.52,7.31,3.07,1.38,0.0
20230121:0710,2447.58,350.79,127.37,4.52,16.54,5.79,0.9,0.0
20230121:0810,3536.16,564.12,145.82,7.2,24.1,8.71,0.9,0.0
20230121:0910,3495.78,473.06,231.61,8.03,29.32,10.22,1.1,0.0
20230121:1010,1295.88,36.8,224.95,4.72,31.54,11.47,2.14,0.0
20230121:1110,157.14,0.0,44.54,0.89,30.43,11.59,2.41,0.0
20230121:1210,205.26,0.0,54.54,1.09,26.17,11.83,2.76,0.0
20230121:1310,1003.62,56.83,149.75,3.26,19.33,11.77,2.41,0.0
20230121:1410,716.28,68.45,85.54,1.88,10.6,10.56,1.59,0.0
20230121:1510,0.0,0.0,0.0,0.0,0.0,9.3,1.38,0.0
20230121:1610,0.0,0.0,0.0,0.0,0.0,8.04,1.38,0.0
20230121:1710,0.0,0.0,0.0,0.0,0.0,7.22,1.31,0.0
20230121:1810,0.0,0.0,0.0,0.0,0.0,6.28,1.31,0.0
20230121:1910,0.0,0.0,0.0,0.0,0.0,6.79,1.38,0.0
20230121:2010,0.0,0.0,0.0,0.0,0.0,5.95,1.38,0.0
20230121:2110,0.0,0.0,0.0,0.0,0.0,4.99,1.45,0.0
20230121:2210,0.0,0.0,0.0,0.0,0.0,4.07,1.45,0.0
20230121:2310,0.0,0.0,0.0,0.0,0.0,3.61,1.45,0.0
20230122:0010,0.0,0.0,0.0,0.0,0.0,3.8,1.31,0.0
20230122:0110,0.0,0.0,0.0,0.0,0.0,3.62,1.31,0.0
20230122:0210,0.0,0.0,0.0,0.0,0.0,3.46,1.31,0.0
20230122:0310,0.0,0.0,0.0,0.0,0.0,3.16,1.31,0.0
20230122:0410,0.0,0.0,0.0,0.0,0.0,3.25,1.24,0.0
20230122:0510,0.0,0.0,0.0,0.0,0.0,2.99,1.24,0.0
20230122:0610,564.84,63.72,59.93,1.28,7.42,3.55,1.1,0.0
20230122:0710,683.22,27.76,116.29,2.44,16.68,6.43,0.69,0.0
20230122:0810,2277.24,236.38,215.08,5.66,24.27,9.55,0.62,0.0
20230122:0910,2028.12,152.78,252.45,5.97,29.51,11.01,0.55,0.0
20230122:1010,846.06,3.49,175.04,3.51,31.77,11.93,0.83,0.0
20230122:1110,632.64,0.0,138.17,2.75,30.67,12.45,1.1,0.0
20230122:1210,1638.12,109.83,219.47,5.01,26.4,12.51,1.17,0.0
20230122:1310,687.6,20.13,128.18,2.66,19.55,12.42,1.17,0.0
20230122:1410,243.42,5.18,57.22,1.16,10.81,11.67,0.97,0.0
20230122:1510,0.0,0.0,0.0,0.0,0.0,10.64,1.1,0.0
20230122:1610,0.0,0.0,0.0,0.0,0.0,9.07,0.9,0.0
20230122:1710,0.0,0.0,0.0,0.0,0.0,9.27,0.48,0.0
20230122:1810,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0
20230122:1910,0.0,0.0,0.0,0.0,0.0,9.34,0.28,0.0
20230122:2010,0.0,0.0,0.0,0.0,0.0,8.93,0.55,0.0
20230122:2110,0.0,0.0,0.0,0.0,0.0,8.56,0.76,0.0
20230122:2210,0.0,0.0,0.0,0.0,0.0,8.1,0.9,0.0
20230122:2310,0.0,0.0,0.0,0.0,0.0,7.21,0.97,0.0
20230123:0010,0.0,0.0,0.0,0.0,0.0,6.68,1.03,0.0
20230123:0110,0.0,0.0,0.0,0.0,0.0,6.33,1.1,0.0
20230123:0210,0.0,0.0,0.0,0.0,0.0,6.01,1.1,0.0
20230123:0310,0.0,0.0,0.0,0.0,0.0,5.67,1.1,0.0
20230123:0410,0.0,0.0,0.0,0.0,0.0,5.07,1.17,0.0
20230123:0510,0.0,0.0,0.0,0.0,0.0,4.5,1.17,0.0
20230123:0610,1228.14,184.93,66.43,1.79,7.54,4.16,1.17,0.0
20230123:0710,2704.98,419.48,111.66,4.88,16.83,5.75,0.69,0.0
20230123:0810,3568.98,581.96,141.8,7.38,24.44,9.99,0.76,0.0
20230123:0910,4167.84,717.68,149.41,9.19,29.72,11.63,0.83,0.0
20230123:1010,4353.36,770.8,153.04,9.93,31.99,12.63,0.55,0.0
20230123:1110,4205.82,743.97,151.83,9.57,30.91,13.29,0.34,0.0
20230123:1210,3684.18,622.35,150.22,8.05,26.64,13.69,0.28,0.0
20230123:1310,2931.48,477.21,123.79,5.81,19.78,13.7,0.48,0.0
20230123:1410,1722.36,270.5,85.03,2.88,11.02,13.31,0.69,0.0
20230123:1510,0.0,0.0,0.0,0.0,0.0,12.09,0.83,0.0
20230123:1610,0.0,0.0,0.0,0.0,0.0,11.2,0.55,0.0
20230123:1710,0.0,0.0,0.0,0.0,0.0,10.39,0.21,0.0
20230123:1810,0.0,0.0,0.0,0.0,0.0,9.85,0.07,0.0
20230123:1910,0.0,0.0,0.0,0.0,0.0,9.05,0.34,0.0
20230123:2010,0.0,0.0,0.0,0.0,0.0,8.42,0.55,0.0
20230123:2110,0.0,0.0,0.0,0.0,0.0,7.83,0.62,0.0
20230123:2210,0.0,0.0,0.0,0.0,0.0,7.16,0.62,0.0
20230123:2310,0.0,0.0,0.0,0.0,0.0,6.55,0.62,0.0
20230124:0010,0.0,0.0,0.0,0.0,0.0,5.82,0.69,0.0
20230124:0110,0.0,0.0,0.0,0.0,0.0,5.42,0.9,0.0
20230124:0210,0.0,0.0,0.0,0.0,0.0,4.44,1.03,0.0
20230124:0310,0.0,0.0,0.0,0.0,0.0,3.97,1.03,0.0
20230124:0410,0.0,0.0,0.0,0.0,0.0,3.96,0.97,0.0
20230124:0510,0.0,0.0,0.0,0.0,0.0,3.32,0.97,0.0
20230124:0610,892.98,117.13,68.84,1.59,7.67,3.09,0.9,0.0
20230124:0710,2455.38,346.73,132.2,4.65,16.98,5.47,0.9,0.0
20230124:0810,2938.86,374.56,204.68,6.55,24.62,8.18,1.17,0.0
20230124:0910,3388.5,434.42,245.63,8.01,29.93,9.82,1.1,0.0
20230124:1010,3692.58,497.56,254.25,8.83,32.23,11.05,1.1,0.0
20230124:1110,3929.04,592.15,214.87,9.02,31.15,11.8,1.17,0.0
20230124:1210,3346.14,470.3,205.63,7.51,26.88,12.14,1.38,0.0
20230124:1310,2907.48,447.54,134.8,5.75,20.01,11.99,1.52,0.0
20230124:1410,1604.58,233.68,92.77,2.8,11.24,11.32,1.59,0.0
20230124:1510,0.0,0.0,0.0,0.0,0.0,10.07,1.24,0.0
20230124:1610,0.0,0.0,0.0,0.0,0.0,8.29,1.31,0.0
20230124:1710,0.0,0.0,0.0,0.0,0.0,6.3,1.24,0.0
20230124:1810,0.0,0.0,0.0,0.0,0.0,4.73,1.24,0.0
20230124:1910,0.0,0.0,0.0,0.0,0.0,3.85,1.24,0.0
20230124:2010,0.0,0.0,0.0,0.0,0.0,3.03,1.17,0.0
20230124:2110,0.0,0.0,0.0,0.0,0.0,2.39,1.17,0.0
20230124:2210,0.0,0.0,0.0,0.0,0.0,1.95,1.1,0.0
20230124:2310,0.0,0.0,0.0,0.0,0.0,1.51,1.1,0.0
20230125:0010,0.0,0.0,0.0,0.0,0.0,1.07,1.03,0.0
20230125:0110,0.0,0.0,0.0,0.0,0.0,0.88,0.9,0.0
20230125:0210,0.0,0.0,0.0,0.0,0.0,0.55,0.83,0.0
20230125:0310,0.0,0.0,0.0,0.0,0.0,0.23,0.97,0.0
20230125:0410,0.0,0.0,0.0,0.0,0.0,-0.02,1.03,0.0
20230125:0510,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0
20230125:0610,133.44,3.03,34.99,0.71,7.8,0.26,1.1,0.0
20230125:0710,398.52,2.08,87.57,1.75,17.14,3.07,1.17,0.0
20230125:0810,464.28,0.0,102.72,2.04,24.81,5.18,1.45,0.0
20230125:0910,562.98,0.0,121.81,2.42,30.15,6.8,1.66,0.0
20230125:1010,510.9,0.0,112.72,2.24,32.47,8.18,1.72,0.0
20230125:1110,513.24,0.0,113.63,2.26,31.4,9.15,1.66,0.0
20230125:1210,435.0,0.0,99.08,1.97,27.13,9.88,1.66,0.0
20230125:1310,289.08,0.0,70.9,1.41,20.25,10.0,1.72,0.0
20230125:1410,258.42,4.95,59.88,1.21,11.46,9.61,1.52,0.0
20230125:1510,0.0,0.0,0.0,0.0,0.0,8.65,1.17,0.0
20230125:1610,0.0,0.0,0.0,0.0,0.0,6.82,1.03,0.0
20230125:1710,0.0,0.0,0.0,0.0,0.0,5.49,0.97,0.0
20230125:1810,0.0,0.0,0.0,0.0,0.0,4.61,0.97,0.0
20230125:1910,0.0,0.0,0.0,0.0,0.0,3.4,1.17,0.0
20230125:2010,0.0,0.0,0.0,0.0,0.0,2.83,1.24,0.0
20230125:2110,0.0,0.0,0.0,0.0,0.0,3.36,0.97,0.0
20230125:2210,0.0,0.0,0.0,0.0,0.0,3.42,0.83,0.0
20230125:2310,0.0,0.0,0.0,0.0,0.0,2.61,1.03,0.0
20230126:0010,0.0,0.0,0.0,0.0,0.0,1.95,1.17,0.0
20230126:0110,0.0,0.0,0.0,0.0,0.0,1.47,1.17,0.0
20230126:0210,0.0,0.0,0.0,0.0,0.0,1.66,1.17,0.0
20230126:0310,0.0,0.0,0.0,0.0,0.0,1.48,1.24,0.0
20230126:0410,0.0,0.0,0.0,0.0,0.0,1.39,1.31,0.0
20230126:0510,0.0,0.0,0.0,0.0,0.0,1.32,1.45,0.0
20230126:0610,136.38,2.98,35.9,0.72,7.94,2.06,1.52,0.0
20230126:0710,630.6,18.6,114.33,2.37,17.3,4.49,1.72,0.0
20230126:0810,1858.92,144.72,216.48,5.15,25.01,6.65,1.66,0.0
20230126:0910,1087.68,20.89,199.92,4.12,30.37,9.26,1.72,0.0
20230126:1010,1362.54,39.34,234.44,4.94,32.72,10.58,1.72,0.0
20230126:1110,403.14,0.0,93.63,1.86,31.66,11.63,1.86,0.0
20230126:1210,1461.18,76.84,216.93,4.79,27.38,12.2,1.93,0.0
20230126:1310,182.58,0.0,50.0,0.99,20.48,12.33,1.79,0.0
20230126:1410,641.46,51.18,88.79,1.94,11.68,11.68,1.86,0.0
20230126:1510,0.0,0.0,0.0,0.0,0.0,10.36,1.93,0.0
20230126:1610,0.0,0.0,0.0,0.0,0.0,8.6,1.86,0.0
20230126:1710,0.0,0.0,0.0,0.0,0.0,7.36,1.86,0.0
20230126:1810,0.0,0.0,0.0,0.0,0.0,6.3,1.79,0.0
20230126:1910,0.0,0.0,0.0,0.0,0.0,5.64,1.79,0.0
20230126:2010,0.0,0.0,0.0,0.0,0.0,4.4,1.79,0.0
20230126:2110,0.0,0.0,0.0,0.0,0.0,3.76,1.72,0.0
20230126:2210,0.0,0.0,0.0,0.0,0.0,3.38,1.72,0.0
20230126:2310,0.0,0.0,0.0,0.0,0.0,3.57,1.72,0.0
20230127:0010,0.0,0.0,0.0,0.0,0.0,4.16,1.93,0.0
20230127:0110,0.0,0.0,0.0,0.0,0.0,5.08,2.21,0.0
20230127:0210,0.0,0.0,0.0,0.0,0.0,5.47,2.28,0.0
20230127:0310,0.0,0.0,0.0,0.0,0.0,5.84,2.62,0.0
20230127:0410,0.0,0.0,0.0,0.0,0.0,6.16,2.76,0.0
20230127:0510,0.0,0.0,0.0,0.0,0.0,6.26,3.1,0.0
20230127:0610,113.64,0.0,34.54,0.69,8.08,6.52,3.17,0.0
20230127:0710,140.16,0.0,40.0,0.8,17.47,5.14,0.76,0.0
20230127:0810,453.48,0.0,100.9,2.01,25.21,5.43,0.9,0.0
20230127:0910,1029.0,13.85,193.17,3.94,30.6,5.43,1.03,0.0
20230127:1010,1300.38,30.63,227.2,4.74,32.97,5.81,0.76,0.0
20230127:1110,1838.46,101.15,257.96,5.81,31.92,5.6,0.48,0.0
20230127:1210,2585.16,264.6,240.31,6.51,27.64,6.28,0.76,0.0
20230127:1310,298.5,0.0,71.81,1.43,20.73,6.53,0.97,0.0
20230127:1410,1143.78,129.61,101.87,2.5,11.91,6.37,1.1,0.0
20230127:1510,0.0,0.0,1.71,0.04,1.8,6.19,1.17,0.0
20230127:1610,0.0,0.0,0.0,0.0,0.0,5.71,1.31,0.0
20230127:1710,0.0,0.0,0.0,0.0,0.0,5.15,1.59,0.0
20230127:1810,0.0,0.0,0.0,0.0,0.0,4.94,1.59,0.0
20230127:1910,0.0,0.0,0.0,0.0,0.0,5.37,1.24,0.0
20230127:2010,0.0,0.0,0.0,0.0,0.0,5.15,1.52,0.0
20230127:2110,0.0,0.0,0.0,0.0,0.0,4.56,1.66,0.0
20230127:2210,0.0,0.0,0.0,0.0,0.0,3.64,1.66,0.0
20230127:2310,0.0,0.0,0.0,0.0,0.0,3.63,1.72,0.0
20230128:0010,0.0,0.0,0.0,0.0,0.0,3.73,1.45,0.0
20230128:0110,0.0,0.0,0.0,0.0,0.0,3.42,1.38,0.0
20230128:0210,0.0,0.0,0.0,0.0,0.0,3.35,1.31,0.0
20230128:0310,0.0,0.0,0.0,0.0,0.0,3.49,1.38,0.0
20230128:0410,0.0,0.0,0.0,0.0,0.0,3.39,1.31,0.0
20230128:0510,0.0,0.0,0.0,0.0,0.0,3.57,1.31,0.0
20230128:0610,39.18,0.0,17.27,0.34,8.23,3.7,1.03,0.0
20230128:0710,69.18,0.0,24.54,0.49,17.65,4.84,0.83,0.0
20230128:0810,535.86,0.0,116.35,2.31,25.41,5.56,0.83,0.0
20230128:0910,907.62,6.89,178.3,3.6,30.84,6.12,1.24,0.0
20230128:1010,411.96,0.0,93.63,1.86,33.23,7.03,1.38,0.0
20230128:1110,279.3,0.0,68.18,1.36,32.19,6.85,0.97,0.0
20230128:1210,126.06,0.0,37.27,0.74,27.89,6.88,1.1,0.0
20230128:1310,712.98,15.32,134.47,2.77,20.97,7.3,1.45,0.0
20230128:1410,1812.96,269.54,91.08,3.15,12.14,6.66,1.03,0.0
20230128:1510,0.0,0.0,2.57,0.05,2.01,5.88,0.9,0.0
20230128:1610,0.0,0.0,0.0,0.0,0.0,5.12,0.83,0.0
20230128:1710,0.0,0.0,0.0,0.0,0.0,4.01,0.97,0.0
20230128:1810,0.0,0.0,0.0,0.0,0.0,3.27,1.03,0.0
